"代码","简称","时间","开盘价(元)"
"HKDCNY.EX","港币中间价","2018-01-17","0.8223"
"HKDCNY.EX","港币中间价","2018-01-18","0.8240"
"HKDCNY.EX","港币中间价","2018-01-19","0.8207"
"HKDCNY.EX","港币中间价","2018-01-22","0.8201"
"HKDCNY.EX","港币中间价","2018-01-23","0.8186"
"HKDCNY.EX","港币中间价","2018-01-24","0.8175"
"HKDCNY.EX","港币中间价","2018-01-25","0.8151"
"HKDCNY.EX","港币中间价","2018-01-26","0.8115"
"HKDCNY.EX","港币中间价","2018-01-29","0.8092"
"HKDCNY.EX","港币中间价","2018-01-30","0.8099"
"HKDCNY.EX","港币中间价","2018-01-31","0.8099"
"HKDCNY.EX","港币中间价","2018-02-01","0.8060"
"HKDCNY.EX","港币中间价","2018-02-02","0.8041"
"HKDCNY.EX","港币中间价","2018-02-05","0.8057"
"HKDCNY.EX","港币中间价","2018-02-06","0.8065"
"HKDCNY.EX","港币中间价","2018-02-07","0.8042"
"HKDCNY.EX","港币中间价","2018-02-08","0.8036"
"HKDCNY.EX","港币中间价","2018-02-09","0.8082"
"HKDCNY.EX","港币中间价","2018-02-12","0.8057"
"HKDCNY.EX","港币中间价","2018-02-13","0.8088"
"HKDCNY.EX","港币中间价","2018-02-14","0.8109"
"HKDCNY.EX","港币中间价","2018-02-22","0.8119"
"HKDCNY.EX","港币中间价","2018-02-23","0.8114"
"HKDCNY.EX","港币中间价","2018-02-26","0.8101"
"HKDCNY.EX","港币中间价","2018-02-27","0.8071"
"HKDCNY.EX","港币中间价","2018-02-28","0.8086"
"HKDCNY.EX","港币中间价","2018-03-01","0.8094"
"HKDCNY.EX","港币中间价","2018-03-02","0.8091"
"HKDCNY.EX","港币中间价","2018-03-05","0.8099"
"HKDCNY.EX","港币中间价","2018-03-06","0.8093"
"HKDCNY.EX","港币中间价","2018-03-07","0.8080"
"HKDCNY.EX","港币中间价","2018-03-08","0.8072"
"HKDCNY.EX","港币中间价","2018-03-09","0.8092"
"HKDCNY.EX","港币中间价","2018-03-12","0.8080"
"HKDCNY.EX","港币中间价","2018-03-13","0.8064"
"HKDCNY.EX","港币中间价","2018-03-14","0.8061"
"HKDCNY.EX","港币中间价","2018-03-15","0.8053"
"HKDCNY.EX","港币中间价","2018-03-16","0.8077"
"HKDCNY.EX","港币中间价","2018-03-19","0.8073"
"HKDCNY.EX","港币中间价","2018-03-20","0.8064"
"HKDCNY.EX","港币中间价","2018-03-21","0.8081"
"HKDCNY.EX","港币中间价","2018-03-22","0.8051"
"HKDCNY.EX","港币中间价","2018-03-23","0.8062"
"HKDCNY.EX","港币中间价","2018-03-26","0.8052"
"HKDCNY.EX","港币中间价","2018-03-27","0.8005"
"HKDCNY.EX","港币中间价","2018-03-28","0.8002"
"HKDCNY.EX","港币中间价","2018-03-29","0.8035"
"HKDCNY.EX","港币中间价","2018-03-30","0.8013"
"HKDCNY.EX","港币中间价","2018-04-02","0.7997"
"HKDCNY.EX","港币中间价","2018-04-03","0.8006"
"HKDCNY.EX","港币中间价","2018-04-04","0.8017"
"HKDCNY.EX","港币中间价","2018-04-09","0.8041"
"HKDCNY.EX","港币中间价","2018-04-10","0.8035"
"HKDCNY.EX","港币中间价","2018-04-11","0.8015"
"HKDCNY.EX","港币中间价","2018-04-12","0.8005"
"HKDCNY.EX","港币中间价","2018-04-13","0.8013"
"HKDCNY.EX","港币中间价","2018-04-16","0.8011"
"HKDCNY.EX","港币中间价","2018-04-17","0.7997"
"HKDCNY.EX","港币中间价","2018-04-18","0.8002"
"HKDCNY.EX","港币中间价","2018-04-19","0.8005"
"HKDCNY.EX","港币中间价","2018-04-20","0.8014"
"HKDCNY.EX","港币中间价","2018-04-23","0.8035"
"HKDCNY.EX","港币中间价","2018-04-24","0.8062"
"HKDCNY.EX","港币中间价","2018-04-25","0.8037"
"HKDCNY.EX","港币中间价","2018-04-26","0.8065"
"HKDCNY.EX","港币中间价","2018-04-27","0.8079"
"HKDCNY.EX","港币中间价","2018-05-02","0.8111"
"HKDCNY.EX","港币中间价","2018-05-03","0.8120"
"HKDCNY.EX","港币中间价","2018-05-04","0.8092"
"HKDCNY.EX","港币中间价","2018-05-07","0.8101"
"HKDCNY.EX","港币中间价","2018-05-08","0.8112"
"HKDCNY.EX","港币中间价","2018-05-09","0.8119"
"HKDCNY.EX","港币中间价","2018-05-10","0.8124"
"HKDCNY.EX","港币中间价","2018-05-11","0.8093"
"HKDCNY.EX","港币中间价","2018-05-14","0.8070"
"HKDCNY.EX","港币中间价","2018-05-15","0.8088"
"HKDCNY.EX","港币中间价","2018-05-16","0.8121"
"HKDCNY.EX","港币中间价","2018-05-17","0.8112"
"HKDCNY.EX","港币中间价","2018-05-18","0.8123"
"HKDCNY.EX","港币中间价","2018-05-21","0.8134"
"HKDCNY.EX","港币中间价","2018-05-22","0.8129"
"HKDCNY.EX","港币中间价","2018-05-23","0.8124"
"HKDCNY.EX","港币中间价","2018-05-24","0.8132"
"HKDCNY.EX","港币中间价","2018-05-25","0.8139"
"HKDCNY.EX","港币中间价","2018-05-28","0.8153"
"HKDCNY.EX","港币中间价","2018-05-29","0.8161"
"HKDCNY.EX","港币中间价","2018-05-30","0.8184"
"HKDCNY.EX","港币中间价","2018-05-31","0.8175"
"HKDCNY.EX","港币中间价","2018-06-01","0.8167"
"HKDCNY.EX","港币中间价","2018-06-04","0.8184"
"HKDCNY.EX","港币中间价","2018-06-05","0.8176"
"HKDCNY.EX","港币中间价","2018-06-06","0.8161"
"HKDCNY.EX","港币中间价","2018-06-07","0.8146"
"HKDCNY.EX","港币中间价","2018-06-08","0.8158"
"HKDCNY.EX","港币中间价","2018-06-11","0.8165"
"HKDCNY.EX","港币中间价","2018-06-12","0.8172"
"HKDCNY.EX","港币中间价","2018-06-13","0.8176"
"HKDCNY.EX","港币中间价","2018-06-14","0.8151"
"HKDCNY.EX","港币中间价","2018-06-15","0.8193"
"HKDCNY.EX","港币中间价","2018-06-19","0.8184"
"HKDCNY.EX","港币中间价","2018-06-20","0.8228"
"HKDCNY.EX","港币中间价","2018-06-21","0.8249"
"HKDCNY.EX","港币中间价","2018-06-22","0.8261"
"HKDCNY.EX","港币中间价","2018-06-25","0.8271"
"HKDCNY.EX","港币中间价","2018-06-26","0.8306"
"HKDCNY.EX","港币中间价","2018-06-27","0.8354"
"HKDCNY.EX","港币中间价","2018-06-28","0.8404"
"HKDCNY.EX","港币中间价","2018-06-29","0.8431"
"HKDCNY.EX","港币中间价","2018-07-02","0.8431"
"HKDCNY.EX","港币中间价","2018-07-03","0.8475"
"HKDCNY.EX","港币中间价","2018-07-04","0.8490"
"HKDCNY.EX","港币中间价","2018-07-05","0.8437"
"HKDCNY.EX","港币中间价","2018-07-06","0.8453"
"HKDCNY.EX","港币中间价","2018-07-09","0.8459"
"HKDCNY.EX","港币中间价","2018-07-10","0.8442"
"HKDCNY.EX","港币中间价","2018-07-11","0.8439"
"HKDCNY.EX","港币中间价","2018-07-12","0.8502"
"HKDCNY.EX","港币中间价","2018-07-13","0.8502"
"HKDCNY.EX","港币中间价","2018-07-16","0.8506"
"HKDCNY.EX","港币中间价","2018-07-17","0.8514"
"HKDCNY.EX","港币中间价","2018-07-18","0.8525"
"HKDCNY.EX","港币中间价","2018-07-19","0.8545"
"HKDCNY.EX","港币中间价","2018-07-20","0.8621"
"HKDCNY.EX","港币中间价","2018-07-23","0.8611"
"HKDCNY.EX","港币中间价","2018-07-24","0.8651"
"HKDCNY.EX","港币中间价","2018-07-25","0.8672"
"HKDCNY.EX","港币中间价","2018-07-26","0.8625"
"HKDCNY.EX","港币中间价","2018-07-27","0.8658"
"HKDCNY.EX","港币中间价","2018-07-30","0.8681"
"HKDCNY.EX","港币中间价","2018-07-31","0.8685"
"HKDCNY.EX","港币中间价","2018-08-01","0.8701"
"HKDCNY.EX","港币中间价","2018-08-02","0.8657"
"HKDCNY.EX","港币中间价","2018-08-03","0.8704"
"HKDCNY.EX","港币中间价","2018-08-06","0.8730"
"HKDCNY.EX","港币中间价","2018-08-07","0.8718"
"HKDCNY.EX","港币中间价","2018-08-08","0.8703"
"HKDCNY.EX","港币中间价","2018-08-09","0.8704"
"HKDCNY.EX","港币中间价","2018-08-10","0.8713"
"HKDCNY.EX","港币中间价","2018-08-14","0.8751"
"HKDCNY.EX","港币中间价","2018-08-15","0.8772"
"HKDCNY.EX","港币中间价","2018-08-16","0.8784"
"HKDCNY.EX","港币中间价","2018-08-17","0.8777"
"HKDCNY.EX","港币中间价","2018-08-20","0.8754"
"HKDCNY.EX","港币中间价","2018-08-21","0.8709"
"HKDCNY.EX","港币中间价","2018-08-22","0.8697"
"HKDCNY.EX","港币中间价","2018-08-23","0.8710"
"HKDCNY.EX","港币中间价","2018-08-24","0.8753"
"HKDCNY.EX","港币中间价","2018-08-27","0.8727"
"HKDCNY.EX","港币中间价","2018-08-28","0.8669"
"HKDCNY.EX","港币中间价","2018-08-29","0.8673"
"HKDCNY.EX","港币中间价","2018-08-30","0.8678"
"HKDCNY.EX","港币中间价","2018-08-31","0.8695"
"HKDCNY.EX","港币中间价","2018-09-03","0.8708"
"HKDCNY.EX","港币中间价","2018-09-04","0.8687"
"HKDCNY.EX","港币中间价","2018-09-05","0.8697"
"HKDCNY.EX","港币中间价","2018-09-06","0.8691"
"HKDCNY.EX","港币中间价","2018-09-07","0.8690"
"HKDCNY.EX","港币中间价","2018-09-10","0.8712"
"HKDCNY.EX","港币中间价","2018-09-11","0.8725"
"HKDCNY.EX","港币中间价","2018-09-12","0.8733"
"HKDCNY.EX","港币中间价","2018-09-13","0.8727"
"HKDCNY.EX","港币中间价","2018-09-14","0.8711"
"HKDCNY.EX","港币中间价","2018-09-17","0.8730"
"HKDCNY.EX","港币中间价","2018-09-18","0.8739"
"HKDCNY.EX","港币中间价","2018-09-19","0.8740"
"HKDCNY.EX","港币中间价","2018-09-20","0.8737"
"HKDCNY.EX","港币中间价","2018-09-21","0.8716"
"HKDCNY.EX","港币中间价","2018-09-25","0.8760"
"HKDCNY.EX","港币中间价","2018-09-26","0.8776"
"HKDCNY.EX","港币中间价","2018-09-27","0.8792"
"HKDCNY.EX","港币中间价","2018-09-28","0.8800"
"HKDCNY.EX","港币中间价","2018-10-08","0.8800"
"HKDCNY.EX","港币中间价","2018-10-09","0.8817"
"HKDCNY.EX","港币中间价","2018-10-10","0.8817"
"HKDCNY.EX","港币中间价","2018-10-11","0.8817"
"HKDCNY.EX","港币中间价","2018-10-12","0.8822"
"HKDCNY.EX","港币中间价","2018-10-15","0.8825"
"HKDCNY.EX","港币中间价","2018-10-16","0.8820"
"HKDCNY.EX","港币中间价","2018-10-17","0.8818"
"HKDCNY.EX","港币中间价","2018-10-18","0.8838"
"HKDCNY.EX","港币中间价","2018-10-19","0.8851"
"HKDCNY.EX","港币中间价","2018-10-22","0.8830"
"HKDCNY.EX","港币中间价","2018-10-23","0.8845"
"HKDCNY.EX","港币中间价","2018-10-24","0.8848"
"HKDCNY.EX","港币中间价","2018-10-25","0.8853"
"HKDCNY.EX","港币中间价","2018-10-26","0.8866"
"HKDCNY.EX","港币中间价","2018-10-29","0.8849"
"HKDCNY.EX","港币中间价","2018-10-30","0.8871"
"HKDCNY.EX","港币中间价","2018-10-31","0.8877"
"HKDCNY.EX","港币中间价","2018-11-01","0.8883"
"HKDCNY.EX","港币中间价","2018-11-02","0.8853"
"HKDCNY.EX","港币中间价","2018-11-05","0.8815"
"HKDCNY.EX","港币中间价","2018-11-06","0.8818"
"HKDCNY.EX","港币中间价","2018-11-07","0.8818"
"HKDCNY.EX","港币中间价","2018-11-08","0.8833"
"HKDCNY.EX","港币中间价","2018-11-09","0.8855"
"HKDCNY.EX","港币中间价","2018-11-12","0.8871"
"HKDCNY.EX","港币中间价","2018-11-13","0.8887"
"HKDCNY.EX","港币中间价","2018-11-14","0.8861"
"HKDCNY.EX","港币中间价","2018-11-15","0.8863"
"HKDCNY.EX","港币中间价","2018-11-16","0.8858"
"HKDCNY.EX","港币中间价","2018-11-19","0.8842"
"HKDCNY.EX","港币中间价","2018-11-20","0.8845"
"HKDCNY.EX","港币中间价","2018-11-21","0.8867"
"HKDCNY.EX","港币中间价","2018-11-22","0.8861"
"HKDCNY.EX","港币中间价","2018-11-23","0.8853"
"HKDCNY.EX","港币中间价","2018-11-26","0.8874"
"HKDCNY.EX","港币中间价","2018-11-27","0.8881"
"HKDCNY.EX","港币中间价","2018-11-28","0.8880"
"HKDCNY.EX","港币中间价","2018-11-29","0.8862"
"HKDCNY.EX","港币中间价","2018-11-30","0.8868"
"HKDCNY.EX","港币中间价","2018-12-03","0.8876"
"HKDCNY.EX","港币中间价","2018-12-04","0.8820"
"HKDCNY.EX","港币中间价","2018-12-05","0.8771"
"HKDCNY.EX","港币中间价","2018-12-06","0.8779"
"HKDCNY.EX","港币中间价","2018-12-07","0.8793"
"HKDCNY.EX","港币中间价","2018-12-10","0.8790"
"HKDCNY.EX","港币中间价","2018-12-11","0.8830"
"HKDCNY.EX","港币中间价","2018-12-12","0.8835"
"HKDCNY.EX","港币中间价","2018-12-13","0.8800"
"HKDCNY.EX","港币中间价","2018-12-14","0.8803"
"HKDCNY.EX","港币中间价","2018-12-17","0.8819"
"HKDCNY.EX","港币中间价","2018-12-18","0.8811"
"HKDCNY.EX","港币中间价","2018-12-19","0.8805"
"HKDCNY.EX","港币中间价","2018-12-20","0.8807"
"HKDCNY.EX","港币中间价","2018-12-21","0.8793"
"HKDCNY.EX","港币中间价","2018-12-24","0.8810"
"HKDCNY.EX","港币中间价","2018-12-25","0.8798"
"HKDCNY.EX","港币中间价","2018-12-26","0.8790"
"HKDCNY.EX","港币中间价","2018-12-27","0.8800"
"HKDCNY.EX","港币中间价","2018-12-28","0.8762"
"HKDCNY.EX","港币中间价","2019-01-02","0.8742"
"HKDCNY.EX","港币中间价","2019-01-03","0.8760"
"HKDCNY.EX","港币中间价","2019-01-04","0.8760"
"HKDCNY.EX","港币中间价","2019-01-07","0.8746"
"HKDCNY.EX","港币中间价","2019-01-08","0.8728"
"HKDCNY.EX","港币中间价","2019-01-09","0.8742"
"HKDCNY.EX","港币中间价","2019-01-10","0.8696"
"HKDCNY.EX","港币中间价","2019-01-11","0.8663"
"HKDCNY.EX","港币中间价","2019-01-14","0.8617"
"HKDCNY.EX","港币中间价","2019-01-15","0.8612"
"HKDCNY.EX","港币中间价","2019-01-16","0.8621"
"HKDCNY.EX","港币中间价","2019-01-17","0.8618"
"HKDCNY.EX","港币中间价","2019-01-18","0.8627"
"HKDCNY.EX","港币中间价","2019-01-21","0.8640"
"HKDCNY.EX","港币中间价","2019-01-22","0.8649"
"HKDCNY.EX","港币中间价","2019-01-23","0.8662"
"HKDCNY.EX","港币中间价","2019-01-24","0.8643"
"HKDCNY.EX","港币中间价","2019-01-25","0.8659"
"HKDCNY.EX","港币中间价","2019-01-28","0.8600"
"HKDCNY.EX","港币中间价","2019-01-29","0.8585"
"HKDCNY.EX","港币中间价","2019-01-30","0.8586"
"HKDCNY.EX","港币中间价","2019-01-31","0.8546"
"HKDCNY.EX","港币中间价","2019-02-01","0.8551"
"HKDCNY.EX","港币中间价","2019-02-11","0.8602"
"HKDCNY.EX","港币中间价","2019-02-12","0.8635"
"HKDCNY.EX","港币中间价","2019-02-13","0.8623"
"HKDCNY.EX","港币中间价","2019-02-14","0.8632"
"HKDCNY.EX","港币中间价","2019-02-15","0.8617"
"HKDCNY.EX","港币中间价","2019-02-18","0.8621"
"HKDCNY.EX","港币中间价","2019-02-19","0.8619"
"HKDCNY.EX","港币中间价","2019-02-20","0.8607"
"HKDCNY.EX","港币中间价","2019-02-21","0.8565"
"HKDCNY.EX","港币中间价","2019-02-22","0.8557"
"HKDCNY.EX","港币中间价","2019-02-25","0.8554"
"HKDCNY.EX","港币中间价","2019-02-26","0.8530"
"HKDCNY.EX","港币中间价","2019-02-27","0.8518"
"HKDCNY.EX","港币中间价","2019-02-28","0.8523"
"HKDCNY.EX","港币中间价","2019-03-01","0.8530"
"HKDCNY.EX","港币中间价","2019-03-04","0.8543"
"HKDCNY.EX","港币中间价","2019-03-05","0.8535"
"HKDCNY.EX","港币中间价","2019-03-06","0.8542"
"HKDCNY.EX","港币中间价","2019-03-07","0.8549"
"HKDCNY.EX","港币中间价","2019-03-08","0.8565"
"HKDCNY.EX","港币中间价","2019-03-11","0.8561"
"HKDCNY.EX","港币中间价","2019-03-12","0.8552"
"HKDCNY.EX","港币中间价","2019-03-13","0.8550"
"HKDCNY.EX","港币中间价","2019-03-14","0.8537"
"HKDCNY.EX","港币中间价","2019-03-15","0.8557"
"HKDCNY.EX","港币中间价","2019-03-18","0.8547"
"HKDCNY.EX","港币中间价","2019-03-19","0.8543"
"HKDCNY.EX","港币中间价","2019-03-20","0.8548"
"HKDCNY.EX","港币中间价","2019-03-21","0.8517"
"HKDCNY.EX","港币中间价","2019-03-22","0.8532"
"HKDCNY.EX","港币中间价","2019-03-25","0.8552"
"HKDCNY.EX","港币中间价","2019-03-26","0.8542"
"HKDCNY.EX","港币中间价","2019-03-27","0.8554"
"HKDCNY.EX","港币中间价","2019-03-28","0.8569"
"HKDCNY.EX","港币中间价","2019-03-29","0.8578"
"HKDCNY.EX","港币中间价","2019-04-01","0.8560"
"HKDCNY.EX","港币中间价","2019-04-02","0.8556"
"HKDCNY.EX","港币中间价","2019-04-03","0.8561"
"HKDCNY.EX","港币中间价","2019-04-04","0.8543"
"HKDCNY.EX","港币中间价","2019-04-08","0.8561"
"HKDCNY.EX","港币中间价","2019-04-09","0.8559"
"HKDCNY.EX","港币中间价","2019-04-10","0.8562"
"HKDCNY.EX","港币中间价","2019-04-11","0.8559"
"HKDCNY.EX","港币中间价","2019-04-12","0.8569"
"HKDCNY.EX","港币中间价","2019-04-15","0.8557"
"HKDCNY.EX","港币中间价","2019-04-16","0.8561"
"HKDCNY.EX","港币中间价","2019-04-17","0.8555"
"HKDCNY.EX","港币中间价","2019-04-18","0.8528"
"HKDCNY.EX","港币中间价","2019-04-19","0.8546"
"HKDCNY.EX","港币中间价","2019-04-22","0.8544"
"HKDCNY.EX","港币中间价","2019-04-23","0.8551"
"HKDCNY.EX","港币中间价","2019-04-24","0.8571"
"HKDCNY.EX","港币中间价","2019-04-25","0.8584"
"HKDCNY.EX","港币中间价","2019-04-26","0.8580"
"HKDCNY.EX","港币中间价","2019-04-29","0.8581"
"HKDCNY.EX","港币中间价","2019-04-30","0.8578"
"HKDCNY.EX","港币中间价","2019-05-06","0.8585"
"HKDCNY.EX","港币中间价","2019-05-07","0.8618"
"HKDCNY.EX","港币中间价","2019-05-08","0.8613"
"HKDCNY.EX","港币中间价","2019-05-09","0.8622"
"HKDCNY.EX","港币中间价","2019-05-10","0.8654"
"HKDCNY.EX","港币中间价","2019-05-13","0.8658"
"HKDCNY.EX","港币中间价","2019-05-14","0.8710"
"HKDCNY.EX","港币中间价","2019-05-15","0.8746"
"HKDCNY.EX","港币中间价","2019-05-16","0.8751"
"HKDCNY.EX","港币中间价","2019-05-17","0.8772"
"HKDCNY.EX","港币中间价","2019-05-20","0.8789"
"HKDCNY.EX","港币中间价","2019-05-21","0.8789"
"HKDCNY.EX","港币中间价","2019-05-22","0.8790"
"HKDCNY.EX","港币中间价","2019-05-23","0.8790"
"HKDCNY.EX","港币中间价","2019-05-24","0.8791"
"HKDCNY.EX","港币中间价","2019-05-27","0.8782"
"HKDCNY.EX","港币中间价","2019-05-28","0.8788"
"HKDCNY.EX","港币中间价","2019-05-29","0.8789"
"HKDCNY.EX","港币中间价","2019-05-30","0.8790"
"HKDCNY.EX","港币中间价","2019-05-31","0.8791"
"HKDCNY.EX","港币中间价","2019-06-03","0.8788"
"HKDCNY.EX","港币中间价","2019-06-04","0.8779"
"HKDCNY.EX","港币中间价","2019-06-05","0.8787"
"HKDCNY.EX","港币中间价","2019-06-06","0.8793"
"HKDCNY.EX","港币中间价","2019-06-10","0.8789"
"HKDCNY.EX","港币中间价","2019-06-11","0.8790"
"HKDCNY.EX","港币中间价","2019-06-12","0.8803"
"HKDCNY.EX","港币中间价","2019-06-13","0.8816"
"HKDCNY.EX","港币中间价","2019-06-14","0.8802"
"HKDCNY.EX","港币中间价","2019-06-17","0.8805"
"HKDCNY.EX","港币中间价","2019-06-18","0.8800"
"HKDCNY.EX","港币中间价","2019-06-19","0.8797"
"HKDCNY.EX","港币中间价","2019-06-20","0.8800"
"HKDCNY.EX","港币中间价","2019-06-21","0.8769"
"HKDCNY.EX","港币中间价","2019-06-24","0.8768"
"HKDCNY.EX","港币中间价","2019-06-25","0.8783"
"HKDCNY.EX","港币中间价","2019-06-26","0.8798"
"HKDCNY.EX","港币中间价","2019-06-27","0.8807"
"HKDCNY.EX","港币中间价","2019-06-28","0.8797"
"HKDCNY.EX","港币中间价","2019-07-01","0.8800"
"HKDCNY.EX","港币中间价","2019-07-02","0.8769"
"HKDCNY.EX","港币中间价","2019-07-03","0.8803"
"HKDCNY.EX","港币中间价","2019-07-04","0.8815"
"HKDCNY.EX","港币中间价","2019-07-05","0.8821"
"HKDCNY.EX","港币中间价","2019-07-08","0.8834"
"HKDCNY.EX","港币中间价","2019-07-09","0.8824"
"HKDCNY.EX","港币中间价","2019-07-10","0.8816"
"HKDCNY.EX","港币中间价","2019-07-11","0.8783"
"HKDCNY.EX","港币中间价","2019-07-12","0.8778"
"HKDCNY.EX","港币中间价","2019-07-15","0.8773"
"HKDCNY.EX","港币中间价","2019-07-16","0.8778"
"HKDCNY.EX","港币中间价","2019-07-17","0.8807"
"HKDCNY.EX","港币中间价","2019-07-18","0.8802"
"HKDCNY.EX","港币中间价","2019-07-19","0.8784"
"HKDCNY.EX","港币中间价","2019-07-22","0.8813"
"HKDCNY.EX","港币中间价","2019-07-23","0.8811"
"HKDCNY.EX","港币中间价","2019-07-24","0.8816"
"HKDCNY.EX","港币中间价","2019-07-25","0.8796"
"HKDCNY.EX","港币中间价","2019-07-26","0.8803"
"HKDCNY.EX","港币中间价","2019-07-29","0.8803"
"HKDCNY.EX","港币中间价","2019-07-30","0.8805"
"HKDCNY.EX","港币中间价","2019-07-31","0.8798"
"HKDCNY.EX","港币中间价","2019-08-01","0.8807"
"HKDCNY.EX","港币中间价","2019-08-02","0.8822"
"HKDCNY.EX","港币中间价","2019-08-05","0.8844"
"HKDCNY.EX","港币中间价","2019-08-06","0.8884"
"HKDCNY.EX","港币中间价","2019-08-07","0.8931"
"HKDCNY.EX","港币中间价","2019-08-08","0.8932"
"HKDCNY.EX","港币中间价","2019-08-09","0.8943"
"HKDCNY.EX","港币中间价","2019-08-12","0.8954"
"HKDCNY.EX","港币中间价","2019-08-13","0.8964"
"HKDCNY.EX","港币中间价","2019-08-14","0.8962"
"HKDCNY.EX","港币中间价","2019-08-15","0.8966"
"HKDCNY.EX","港币中间价","2019-08-16","0.8968"
"HKDCNY.EX","港币中间价","2019-08-19","0.8971"
"HKDCNY.EX","港币中间价","2019-08-20","0.8981"
"HKDCNY.EX","港币中间价","2019-08-21","0.8981"
"HKDCNY.EX","港币中间价","2019-08-22","0.8989"
"HKDCNY.EX","港币中间价","2019-08-23","0.9004"
"HKDCNY.EX","港币中间价","2019-08-26","0.8998"
"HKDCNY.EX","港币中间价","2019-08-27","0.9026"
"HKDCNY.EX","港币中间价","2019-08-28","0.9028"
"HKDCNY.EX","港币中间价","2019-08-29","0.9034"
"HKDCNY.EX","港币中间价","2019-08-30","0.9033"
"HKDCNY.EX","港币中间价","2019-09-02","0.9040"
"HKDCNY.EX","港币中间价","2019-09-03","0.9038"
"HKDCNY.EX","港币中间价","2019-09-04","0.9035"
"HKDCNY.EX","港币中间价","2019-09-05","0.9038"
"HKDCNY.EX","港币中间价","2019-09-06","0.9040"
"HKDCNY.EX","港币中间价","2019-09-09","0.9036"
"HKDCNY.EX","港币中间价","2019-09-10","0.9038"
"HKDCNY.EX","港币中间价","2019-09-11","0.9035"
"HKDCNY.EX","港币中间价","2019-09-12","0.9042"
"HKDCNY.EX","港币中间价","2019-09-16","0.9028"
"HKDCNY.EX","港币中间价","2019-09-17","0.9048"
"HKDCNY.EX","港币中间价","2019-09-18","0.9037"
"HKDCNY.EX","港币中间价","2019-09-19","0.9033"
"HKDCNY.EX","港币中间价","2019-09-20","0.9032"
"HKDCNY.EX","港币中间价","2019-09-23","0.9026"
"HKDCNY.EX","港币中间价","2019-09-24","0.9026"
"HKDCNY.EX","港币中间价","2019-09-25","0.9021"
"HKDCNY.EX","港币中间价","2019-09-26","0.9025"
"HKDCNY.EX","港币中间价","2019-09-27","0.9021"
"HKDCNY.EX","港币中间价","2019-09-30","0.9020"
"HKDCNY.EX","港币中间价","2019-10-08","0.9018"
"HKDCNY.EX","港币中间价","2019-10-09","0.9017"
"HKDCNY.EX","港币中间价","2019-10-10","0.9016"
"HKDCNY.EX","港币中间价","2019-10-11","0.9019"
"HKDCNY.EX","港币中间价","2019-10-14","0.9017"
"HKDCNY.EX","港币中间价","2019-10-15","0.9013"
"HKDCNY.EX","港币中间价","2019-10-16","0.9017"
"HKDCNY.EX","港币中间价","2019-10-17","0.9025"
"HKDCNY.EX","港币中间价","2019-10-18","0.9014"
"HKDCNY.EX","港币中间价","2019-10-21","0.9014"
"HKDCNY.EX","港币中间价","2019-10-22","0.9011"
"HKDCNY.EX","港币中间价","2019-10-23","0.9022"
"HKDCNY.EX","港币中间价","2019-10-24","0.9023"
"HKDCNY.EX","港币中间价","2019-10-25","0.9027"
"HKDCNY.EX","港币中间价","2019-10-28","0.9028"
"HKDCNY.EX","港币中间价","2019-10-29","0.9007"
"HKDCNY.EX","港币中间价","2019-10-30","0.9004"
"HKDCNY.EX","港币中间价","2019-10-31","0.9000"
"HKDCNY.EX","港币中间价","2019-11-01","0.8988"
"HKDCNY.EX","港币中间价","2019-11-04","0.8978"
"HKDCNY.EX","港币中间价","2019-11-05","0.8979"
"HKDCNY.EX","港币中间价","2019-11-06","0.8947"
"HKDCNY.EX","港币中间价","2019-11-07","0.8947"
"HKDCNY.EX","港币中间价","2019-11-08","0.8940"
"HKDCNY.EX","港币中间价","2019-11-11","0.8933"
"HKDCNY.EX","港币中间价","2019-11-12","0.8940"
"HKDCNY.EX","港币中间价","2019-11-13","0.8945"
"HKDCNY.EX","港币中间价","2019-11-14","0.8951"
"HKDCNY.EX","港币中间价","2019-11-15","0.8951"
"HKDCNY.EX","港币中间价","2019-11-18","0.8946"
"HKDCNY.EX","港币中间价","2019-11-19","0.8946"
"HKDCNY.EX","港币中间价","2019-11-20","0.8958"
"HKDCNY.EX","港币中间价","2019-11-21","0.8972"
"HKDCNY.EX","港币中间价","2019-11-22","0.8986"
"HKDCNY.EX","港币中间价","2019-11-25","0.8994"
"HKDCNY.EX","港币中间价","2019-11-26","0.8988"
"HKDCNY.EX","港币中间价","2019-11-27","0.8985"
"HKDCNY.EX","港币中间价","2019-11-28","0.8976"
"HKDCNY.EX","港币中间价","2019-11-29","0.8980"
"HKDCNY.EX","港币中间价","2019-12-02","0.8976"
"HKDCNY.EX","港币中间价","2019-12-03","0.8969"
"HKDCNY.EX","港币中间价","2019-12-04","0.8990"
"HKDCNY.EX","港币中间价","2019-12-05","0.9007"
"HKDCNY.EX","港币中间价","2019-12-06","0.8990"
"HKDCNY.EX","港币中间价","2019-12-09","0.8991"
"HKDCNY.EX","港币中间价","2019-12-10","0.8993"
"HKDCNY.EX","港币中间价","2019-12-11","0.8994"
"HKDCNY.EX","港币中间价","2019-12-12","0.8996"
"HKDCNY.EX","港币中间价","2019-12-13","0.8987"
"HKDCNY.EX","港币中间价","2019-12-16","0.8967"
"HKDCNY.EX","港币中间价","2019-12-17","0.8981"
"HKDCNY.EX","港币中间价","2019-12-18","0.8986"
